Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.46,0.15,0.18,1.21,76,34,8.3,130
FIFA Soccer 11,PSP,2010,Sports,Electronic Arts,0.13,0.69,0.01,0.36,1.2,68,6,5.4,9
Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,0.59,0.45,0,0.14,1.17,84,39,8.6,2754
Sniper: Ghost Warrior,X360,2010,Shooter,City Interactive,0.54,0.5,0,0.12,1.16,45,39,5.8,89
Red Dead Redemption: Undead Nightmare,PS3,2010,Action,Take-Two Interactive,0.45,0.45,0.06,0.18,1.14,,,7.4,17
ModNation Racers,PS3,2010,Racing,Sony Computer Entertainment,0.5,0.4,0.06,0.16,1.12,82,85,8.4,201
Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,0.63,0.36,0.02,0.1,1.12,70,91,6,202
Castlevania: Lords of Shadow,PS3,2010,Action,Konami Digital Entertainment,0.5,0.35,0.1,0.15,1.1,85,62,8,468
Sonic Free Riders,X360,2010,Racing,Sega,0.74,0.25,0,0.09,1.09,47,52,2.1,98
WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ,0.44,0.46,0.01,0.18,1.09,74,42,6.9,41
Dante's Inferno,PS3,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08,75,69,7.5,265
Toy Story 3: The Video Game,PS3,2010,Action,Disney Interactive Studios,0.51,0.4,0,0.16,1.08,,,,
FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,0.26,0.69,0,0.12,1.07,73,17,7.3,8
Red Dead Redemption: Undead Nightmare,X360,2010,Action,Take-Two Interactive,0.57,0.38,0.02,0.1,1.07,,,7.6,18
Aliens vs Predator,X360,2010,Shooter,Sega,0.55,0.4,0,0.11,1.06,64,64,7.3,247
Darksiders,X360,2010,Action,THQ,0.67,0.28,0.01,0.1,1.06,83,81,7.9,292
Aliens vs Predator,PS3,2010,Shooter,Sega,0.41,0.46,0,0.18,1.04,65,57,7.3,168
Sonic & Sega All-Stars Racing,DS,2010,Racing,Sega,0.43,0.5,0,0.11,1.04,,,,
ZhuZhu Pets,DS,2010,Simulation,Activision,0.67,0.26,0,0.09,1.02,,,,
Dance on Broadway,Wii,2010,Misc,Ubisoft,0.25,0.65,0,0.12,1.02,48,6,3.3,4
God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1,86,73,8.4,255
Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77,55,8.2,336
Disney Tangled,DS,2010,Action,Disney Interactive Studios,0.53,0.35,0,0.09,0.97,,,,
Wheel of Fortune,Wii,2010,Misc,THQ,0.86,0.04,0,0.06,0.97,,,7.6,5
Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.47,0.4,0,0.09,0.96,77,26,7.5,17
Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0,0.09,0.95,73,79,7.3,126
Sonic & Sega All-Stars Racing,PS3,2010,Racing,Sega,0.36,0.43,0,0.16,0.95,,,,
Lost Planet 2,PS3,2010,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,68,56,6.9,62
Club Penguin: Game Day!,Wii,2010,Sports,Disney Interactive Studios,0.54,0.32,0,0.08,0.94,,,,
Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.93,66,58,7,76
Inazuma Eleven 3,DS,2010,Role-Playing,Level 5,0,0,0.93,0,0.93,,,,
NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0,0,0.06,0.92,86,29,7.1,70
Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,73,71,7.7,224
EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.52,0.27,0,0.12,0.91,78,20,5.4,14
Nickelodeon Fit,Wii,2010,Sports,Take-Two Interactive,0.76,0.09,0,0.06,0.91,,,,
Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,0.91,92,59,8.9,950
The Biggest Loser: Ultimate Workout,X360,2010,Sports,THQ,0.73,0.1,0,0.06,0.89,68,11,,
F1 2010,X360,2010,Racing,Codemasters,0.18,0.59,0.01,0.1,0.88,84,43,7.5,65
Rock Band 3,X360,2010,Misc,MTV Games,0.73,0.09,0,0.06,0.88,93,57,8.2,137
WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,0.44,0.35,0,0.08,0.88,75,49,7.6,45
Guitar Hero: Warriors of Rock,X360,2010,Misc,Activision,0.47,0.31,0,0.08,0.86,72,65,6.5,51
Pictionary,Wii,2010,Puzzle,THQ,0.6,0.19,0,0.07,0.85,71,7,,
2010 FIFA World Cup South Africa,X360,2010,Sports,Electronic Arts,0.32,0.42,0.02,0.09,0.85,83,61,8.1,58
Gold's Gym: Dance Workout,Wii,2010,Sports,Ubisoft,0.69,0.1,0,0.06,0.85,,,,
NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.79,0,0,0.06,0.85,85,22,7.4,25
Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,74,56,7,88
Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.37,0.33,0,0.13,0.83,78,40,6.7,17
DJ Hero 2,X360,2010,Misc,Activision,0.64,0.12,0,0.06,0.82,86,66,7.9,23
Karaoke Revolution Glee,Wii,2010,Misc,Konami Digital Entertainment,0.51,0.24,0,0.07,0.82,,,,
Guitar Hero: Warriors of Rock,PS3,2010,Misc,Activision,0.33,0.34,0,0.13,0.81,74,46,7.1,30
Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.18,0.11,0.09,0.81,60,27,7.5,63
Hasbro Family Game Night 3,Wii,2010,Misc,Electronic Arts,0.46,0.27,0,0.07,0.8,,,,
pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,74,10,5.8,5
EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,0.75,0,0,0.05,0.79,,,,
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,74,31,8.5,39
Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.51,0.09,0.13,0.05,0.78,79,63,8.1,86
Tetris Party Deluxe,DS,2010,Puzzle,Nintendo,0.28,0.3,0.12,0.07,0.76,76,11,,
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,Sega,0.37,0.32,0,0.07,0.76,,,,
FIFA Soccer 11,PS2,2010,Sports,Electronic Arts,0.11,0.29,0,0.36,0.76,,,6.6,7
Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.27,0,0.07,0.76,,,,
Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.52,0.18,0,0.06,0.76,71,10,7.8,31
Lost Planet 2,X360,2010,Shooter,Capcom,0.38,0.23,0.08,0.06,0.76,,,,
DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0,0.1,0.75,86,46,7.8,22
Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,0.21,0.46,0,0.08,0.75,62,24,7.6,14
Resonance of Fate,PS3,2010,Role-Playing,Sega,0.2,0.21,0.24,0.08,0.73,72,42,8,136
Split/Second,PS3,2010,Racing,Disney Interactive Studios,0.31,0.3,0.01,0.11,0.73,,,,
NHL 11,X360,2010,Sports,Electronic Arts,0.61,0.07,0,0.05,0.73,88,49,7.7,71
Monopoly Streets,Wii,2010,Misc,Electronic Arts,0.23,0.42,0,0.08,0.72,65,9,5.2,5
God Eater,PSP,2010,Action,Unknown,0,0,0.72,0,0.72,,,,
Star Ocean: The Last Hope International,PS3,2010,Role-Playing,Square Enix,0.28,0.15,0.22,0.07,0.72,74,45,6.7,155
MLB 10: The Show,PS3,2010,Sports,Sony Computer Entertainment,0.66,0,0,0.06,0.72,91,33,8.3,107
Blur,PS3,2010,Racing,Activision,0.22,0.36,0.02,0.12,0.72,81,58,8.2,86
Battlefield: Bad Company 2,PC,2010,Shooter,Electronic Arts,0.19,0.53,0,0,0.72,87,46,8.3,1467
FIFA Soccer 11,DS,2010,Sports,Electronic Arts,0.13,0.49,0,0.08,0.7,63,5,,
WWE SmackDown vs. Raw 2011,PSP,2010,Fighting,THQ,0.22,0.31,0,0.17,0.7,,,6.7,7
James Bond 007: Blood Stone,PS3,2010,Shooter,Activision,0.18,0.36,0.02,0.13,0.7,65,49,7.4,45
MotionSports,X360,2010,Sports,Ubisoft,0.38,0.25,0,0.06,0.69,40,30,4.4,9
Prince of Persia: The Forgotten Sands,PS3,2010,Action,Ubisoft,0.19,0.36,0.01,0.12,0.69,75,49,7.6,120
The Sly Collection,PS3,2010,Platform,Sony Computer Entertainment,0.52,0.08,0.01,0.08,0.68,85,46,8.8,172
LEGO Harry Potter: Years 1-4,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.14,0.36,0,0.18,0.68,71,4,,
Fossil Fighters: Champions,DS,2010,Role-Playing,Nintendo,0.31,0,0.34,0.02,0.67,68,8,7.1,11
The Sims 3,DS,2010,Simulation,Electronic Arts,0.38,0.22,0,0.06,0.67,73,9,6.4,20
Disney Tangled,Wii,2010,Action,Disney Interactive Studios,0.46,0.16,0,0.05,0.67,,,,
The Sims 3: High-End Loft Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.54,0,0.11,0.66,,,6.5,17
Castlevania: Lords of Shadow,X360,2010,Action,Konami Digital Entertainment,0.42,0.17,0.01,0.05,0.66,83,70,7.8,237
Napoleon: Total War,PC,2010,Strategy,Sega,0.02,0.53,0,0.12,0.66,81,56,7.9,515
Gods Eater Burst,PSP,2010,Action,Namco Bandai Games,0.03,0,0.62,0,0.66,71,30,7.9,35
Fist of the North Star: Ken's Rage,PS3,2010,Action,Ubisoft Annecy,0.06,0.03,0.55,0.01,0.66,60,30,6.9,29
Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010,Adventure,Disney Interactive Studios,0.39,0.21,0,0.06,0.65,,,,
The Biggest Loser: Challenge,Wii,2010,Sports,THQ,0.48,0.12,0,0.05,0.65,,,,
Peppa Pig: Fun and Games,DS,2010,Misc,Ubisoft,0,0.57,0,0.09,0.65,,,,
Toy Story 3: The Video Game,PSP,2010,Action,Disney Interactive Studios,0.27,0.24,0,0.14,0.65,,,,
Crafting Mama,DS,2010,Simulation,505 Games,0.39,0.19,0.01,0.05,0.65,,,,
Sengoku Basara: Samurai Heroes,PS3,2010,Action,Capcom,0.17,0.04,0.4,0.02,0.64,61,37,7.9,29
Dragon Ball: Raging Blast 2,X360,2010,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,57,33,7.4,30
Disney Sing It: Party Hits,Wii,2010,Misc,Disney Interactive Studios,0.48,0.1,0,0.04,0.63,,,,
Rock Band 3,Wii,2010,Misc,MTV Games,0.53,0.06,0,0.04,0.63,91,10,6.9,36
White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.04,0.63,60,45,7.1,64
Red Steel 2,Wii,2010,Shooter,Ubisoft,0.35,0.2,0.01,0.06,0.62,80,73,8.6,178
Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,0.3,0.26,0,0.06,0.62,74,69,7.8,112
DJ Hero 2,Wii,2010,Misc,Activision,0.48,0.09,0,0.04,0.62,88,20,7.5,17
Start the Party!,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.41,0,0.13,0.62,,,,
NieR,PS3,2010,Role-Playing,Square Enix,0.17,0.18,0.2,0.07,0.61,68,58,8.4,263
Vanquish,PS3,2010,Shooter,Sega,0.21,0.21,0.11,0.08,0.61,84,61,8.1,304
pro evolution soccer 2011,X360,2010,Sports,Konami Digital Entertainment,0.09,0.44,0,0.07,0.61,79,43,5.9,33
Pac-Man Party,Wii,2010,Misc,Namco Bandai Games,0.47,0.08,0.01,0.04,0.61,59,14,5.9,8
Cabela's Monster Buck Hunter,Wii,2010,Sports,Activision,0.57,0,0,0.03,0.61,,,,
MonHun Nikki: Poka Poka Ailu Mura,PSP,2010,Role-Playing,Capcom,0,0,0.6,0,0.6,,,,
Fighters Uncaged,X360,2010,Fighting,Ubisoft,0.31,0.23,0,0.06,0.6,32,38,4.6,23
Split/Second,X360,2010,Racing,Disney Interactive Studios,0.32,0.23,0,0.06,0.6,82,78,8.1,101
Wipeout: The Game,DS,2010,Misc,Activision,0.56,0,0,0.04,0.6,,,,
New Carnival Games,Wii,2010,Misc,Take-Two Interactive,0.33,0.21,0,0.05,0.59,,,,
NHL 11,PS3,2010,Sports,Electronic Arts,0.4,0.12,0,0.07,0.59,88,38,7.1,54
Silent Hill: Shattered Memories,PS2,2010,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,77,8,6.8,82
Disney Sing It: Family Hits,Wii,2010,Misc,Disney Interactive Studios,0.38,0.17,0,0.05,0.59,,,,
Blur,X360,2010,Racing,Activision,0.25,0.27,0,0.06,0.59,82,78,8.3,169
Kane & Lynch 2: Dog Days,PS3,2010,Shooter,Square Enix,0.17,0.27,0.05,0.1,0.59,,,,
The Fight: Lights Out,PS3,2010,Fighting,Sony Computer Entertainment,0.29,0.21,0,0.09,0.59,48,39,7.5,77
Game Party in Motion,X360,2010,Misc,Warner Bros. Interactive Entertainment,0.36,0.17,0,0.05,0.58,33,6,3.7,9
Call of Duty: Black Ops,DS,2010,Shooter,Activision,0.5,0.04,0,0.04,0.58,74,13,6,54
Jeopardy!,Wii,2010,Misc,THQ,0.55,0,0,0.04,0.58,,,,
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010,Shooter,Activision,0.38,0.15,0,0.05,0.58,,,,
Cabela's Dangerous Hunts 2011,Wii,2010,Sports,Activision,0.52,0.02,0,0.04,0.57,,,,
Zumba Fitness,PS3,2010,Sports,505 Games,0.28,0.21,0,0.08,0.57,,,3.8,4
Rock Band 3,PS3,2010,Misc,MTV Games,0.43,0.08,0,0.05,0.57,91,34,8,95
Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,0.33,0.16,0.02,0.05,0.56,72,19,5.8,4
Harvest Moon: The Tale of Two Towns,DS,2010,Simulation,Natsume,0.25,0.05,0.22,0.03,0.55,68,6,7.5,13
Enslaved: Odyssey to the West,PS3,2010,Action,Namco Bandai Games,0.24,0.22,0.01,0.09,0.55,80,53,7.4,312
Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0,0.09,0.55,86,22,6.9,1611
Grease,Wii,2010,Misc,505 Games,0.26,0.24,0,0.05,0.55,,,,
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010,Simulation,Activision,0.4,0.1,0,0.04,0.54,,,,
Ninokuni: Shikkoku no Madoushi,DS,2010,Role-Playing,Level 5,0,0,0.54,0,0.54,,,,
Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,0.3,0.19,0,0.05,0.54,82,72,7.8,295
Dynasty Warriors: Gundam 3,PS3,2010,Action,Tecmo Koei,0.11,0.04,0.36,0.02,0.54,58,18,7.5,20
Tony Hawk: Shred,Wii,2010,Sports,Activision,0.39,0.11,0,0.04,0.54,,,7,7
Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.23,0.25,0,0.06,0.54,84,29,8.3,23
Metro 2033,X360,2010,Shooter,THQ,0.22,0.23,0.03,0.05,0.54,77,83,7.9,351
Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,0.22,0.27,0,0.05,0.54,41,8,5,11
Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,58,49,5.9,15
Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0.12,0.15,0.18,0.09,0.53,83,54,8.1,67
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.3,0.15,0.03,0.05,0.53,85,62,8.8,85
Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53,87,49,8.8,102
Monster Jam: Path of Destruction,Wii,2010,Racing,Activision,0.48,0.02,0,0.03,0.53,,,,
ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,0.11,0.26,0.02,0.14,0.53,73,22,7.7,22
How to Train Your Dragon,DS,2010,Action,Activision,0.31,0.17,0,0.05,0.53,60,8,,
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010,Simulation,Electronic Arts,0.49,0,0,0.03,0.52,,,,
Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.19,0,0.05,0.52,79,51,7.8,19
SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,0.09,0.31,0,0.11,0.52,65,21,3.9,8
The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51,71,56,6.1,113
Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,0.47,0,0,0.04,0.51,76,26,7.6,38
Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,0.25,0.21,0,0.05,0.51,69,18,7.4,13
Cars Toon: Mater's Tall Tales,Wii,2010,Misc,Disney Interactive Studios,0.45,0.02,0,0.03,0.5,,,,
R.U.S.E.,PS3,2010,Strategy,Ubisoft,0.18,0.22,0.02,0.08,0.5,76,37,7.3,50
Prince of Persia Trilogy,PS3,2010,Action,Ubisoft,0.17,0.24,0,0.09,0.5,,,,
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010,Shooter,Activision,0.24,0.18,0,0.08,0.5,,,,
Rooms: The Main Building,DS,2010,Adventure,Nintendo,0.1,0.34,0.01,0.05,0.5,56,23,,
Madden NFL 11,PS2,2010,Sports,Electronic Arts,0.41,0.02,0,0.07,0.5,,,7,4
NBA 2K11,Wii,2010,Action,Take-Two Interactive,0.46,0.01,0,0.03,0.49,,,,
Babysitting Mama,Wii,2010,Simulation,505 Games,0.33,0.12,0,0.04,0.49,,,,
Kane & Lynch 2: Dog Days,X360,2010,Shooter,Square Enix,0.2,0.22,0.01,0.05,0.49,,,,
Medal of Honor,PC,2010,Shooter,Electronic Arts,0.2,0.23,0,0.06,0.49,72,26,6.4,516
Bakugan Battle Brawlers: Defenders of the Core,DS,2010,Action,Activision,0.41,0.02,0.02,0.03,0.48,,,,
Alice in Wonderland,DS,2010,Adventure,Disney Interactive Studios,0.25,0.17,0,0.04,0.47,78,24,,
James Bond 007: Blood Stone,X360,2010,Shooter,Activision,0.2,0.23,0,0.05,0.47,62,66,7.1,63
Clash of Elementalists,DS,2010,Action,Level 5,0,0,0.47,0,0.47,34,4,,
Dragon Age Origins: Awakening,X360,2010,Role-Playing,Electronic Arts,0.33,0.1,0,0.04,0.47,,,,
FlingSmash,Wii,2010,Action,Nintendo,0.37,0.01,0.07,0.02,0.47,48,26,6.8,13
2010 FIFA World Cup South Africa,PSP,2010,Sports,Electronic Arts,0.09,0.22,0.03,0.12,0.46,69,11,7.4,9
The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,0,0.29,0,0.17,0.46,74,25,7.3,51
Need for Speed: Hot Pursuit,Wii,2010,Racing,Electronic Arts,0.17,0.23,0,0.05,0.46,50,8,3.7,18
WWE SmackDown vs. Raw 2011,Wii,2010,Fighting,THQ,0.29,0.13,0,0.04,0.46,72,7,,
Scooby-Doo! and the Spooky Swamp,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.29,0.13,0,0.04,0.45,,,,
Despicable Me: The Game - Minion Mayhem,DS,2010,Puzzle,D3Publisher,0.37,0.05,0,0.03,0.45,,,,
Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.21,0.2,0,0.04,0.45,38,42,5,46
We Sing Encore,Wii,2010,Misc,Nordic Games,0,0.39,0,0.06,0.45,,,,
Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,0.42,0,0,0.03,0.45,78,13,8,4
Brunswick Pro Bowling,X360,2010,Sports,505 Games,0.38,0.04,0,0.03,0.44,44,4,,
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.44,74,51,8,20
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0.12,0,0.05,0.44,74,57,7.5,96
Tongari Boushi to Mahou no Otana,DS,2010,Simulation,Konami Digital Entertainment,0,0,0.44,0,0.44,,,,
Walk it Out!,Wii,2010,Sports,Konami Digital Entertainment,0.35,0.05,0,0.03,0.44,,,,
Naughty Bear,PS3,2010,Action,505 Games,0.18,0.18,0,0.07,0.43,43,31,5.5,49
Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,0.43,45,31,7,148
OkamiDen,DS,2010,Adventure,Capcom,0.21,0.06,0.13,0.02,0.43,82,48,7.9,53
Barbie: Groom and Glam Pups,DS,2010,Action,THQ,0.25,0.14,0,0.04,0.43,,,,
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.17,0,0.07,0.43,64,49,6.9,117
Deer Drive,DS,2010,Sports,Mastiff,0.4,0,0,0.02,0.43,,,,
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0.12,0.06,0.21,0.03,0.42,74,19,6.7,109
2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,70,19,6.7,11
How to Train Your Dragon,Wii,2010,Action,Activision,0.23,0.15,0,0.04,0.42,59,11,7,4
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010,Misc,Namco Bandai Games,0,0,0.42,0,0.42,,,,
NBA 2K11,PSP,2010,Action,Take-Two Interactive,0.39,0,0,0.03,0.42,,,6.4,5
Vanquish,X360,2010,Shooter,Sega,0.19,0.16,0.03,0.04,0.42,84,70,8.4,182
TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.27,0.09,0,0.05,0.42,58,47,6.2,28
Wheel of Fortune,DS,2010,Misc,THQ,0.39,0,0,0.03,0.41,,,,
pro evolution soccer 2011,PS2,2010,Sports,Konami Digital Entertainment,0.04,0.21,0.05,0.11,0.41,,,6.7,7
MLB 10: The Show,PS2,2010,Sports,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41,,,,
Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft,0.21,0.12,0.03,0.05,0.41,70,30,6.8,19
Football Manager Handheld 2011,PSP,2010,Sports,Sega,0,0.27,0,0.14,0.41,77,5,7.7,6
Green Day: Rock Band,PS3,2010,Misc,MTV Games,0.19,0.15,0,0.06,0.41,76,41,6.3,24
NBA 2K11,PS2,2010,Action,Take-Two Interactive,0.34,0.01,0,0.06,0.41,,,,
AKB1/48: Idol to Koishitara...,PSP,2010,Misc,Namco Bandai Games,0,0,0.41,0,0.41,,,,
Hatsune Miku: Project Diva 2nd,PSP,2010,Misc,Sega,0,0,0.41,0,0.41,,,,
Green Day: Rock Band,X360,2010,Misc,MTV Games,0.24,0.13,0,0.04,0.41,75,54,6.6,32
Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,0.19,0.18,0,0.04,0.41,56,6,6,4
BlazBlue: Continuum Shift,PS3,2010,Fighting,PQube,0.21,0.07,0.09,0.04,0.41,87,29,8,65
Naughty Bear,X360,2010,Action,505 Games,0.21,0.15,0,0.04,0.4,43,51,5.6,70
NBA Jam,Wii,2010,Sports,Electronic Arts,0.36,0.02,0,0.02,0.4,79,43,8.5,20
Rapala Pro Bass Fishing 2010,X360,2010,Sports,Activision,0.32,0.05,0,0.03,0.4,,,,
Mafia II,PC,2010,Action,Take-Two Interactive,0.17,0.17,0,0.05,0.4,77,46,7.9,1238
No More Heroes 2: Desperate Struggle,Wii,2010,Action,Rising Star Games,0.2,0.11,0.04,0.03,0.39,84,68,8.8,184
Mass Effect 2,PC,2010,Role-Playing,Electronic Arts,0.01,0.32,0,0.06,0.39,94,55,8.8,3559
Harry Potter and the Deathly Hallows - Part 1,PS3,2010,Action,Electronic Arts,0.13,0.2,0,0.07,0.39,38,27,2.8,23
NBA Jam,PS3,2010,Sports,Electronic Arts,0.22,0.12,0,0.06,0.39,71,33,5.7,14
NBA Jam,X360,2010,Sports,Electronic Arts,0.27,0.09,0,0.03,0.39,75,30,7,24
Alpha Protocol,X360,2010,Role-Playing,Sega,0.23,0.12,0,0.04,0.39,63,68,7.2,201
Super Monkey Ball: Step & Roll,Wii,2010,Action,Sega,0.15,0.19,0,0.04,0.39,,,,
Iron Man 2,PS3,2010,Action,Sega,0.14,0.18,0,0.07,0.39,41,28,5.2,36
Monopoly Streets,PS3,2010,Misc,Electronic Arts,0.16,0.17,0,0.06,0.39,64,11,6.1,9
EA Sports Active 2,X360,2010,Sports,Electronic Arts,0.18,0.16,0,0.04,0.39,68,21,5.4,9
NCAA Football 11,PS2,2010,Sports,Electronic Arts,0.19,0.15,0,0.05,0.38,,,,
Ghost Trick: Phantom Detective,DS,2010,Adventure,Capcom,0.17,0.07,0.12,0.02,0.38,83,60,9,127
Get Fit with Mel B,PS3,2010,Sports,Black Bean Games,0.15,0.16,0,0.07,0.38,73,4,5.8,4
Sesame Street: Elmo's A-to-Zoo Adventure,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.35,0,0,0.02,0.38,,,,
Iron Man 2,PSP,2010,Action,Sega,0.18,0.12,0,0.07,0.38,49,8,,
Madden NFL 11,PSP,2010,Sports,Electronic Arts,0.35,0,0,0.03,0.38,,,,
WWE SmackDown vs. Raw 2011,PS2,2010,Fighting,THQ,0.24,0.07,0,0.07,0.38,,,7.8,12
Scooby-Doo! and the Spooky Swamp,DS,2010,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0,0.03,0.37,,,,
Monster Jam: Path of Destruction,DS,2010,Racing,Activision,0.34,0,0,0.03,0.37,,,,
Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,0.12,0.2,0,0.05,0.37,86,14,6.7,556
EA Sports MMA,PS3,2010,Fighting,Electronic Arts,0.16,0.14,0.01,0.06,0.37,77,47,6.9,38
Prince of Persia: The Forgotten Sands,PSP,2010,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37,65,10,7.4,14
Green Day: Rock Band,Wii,2010,Misc,MTV Games,0.22,0.11,0,0.03,0.36,76,12,8.8,11
Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,68,57,6.3,29
One Piece: Gigant Battle!,DS,2010,Fighting,Namco Bandai Games,0,0,0.36,0,0.36,,,,
ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010,Simulation,Activision,0.3,0.03,0,0.03,0.36,,,,
Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,0.24,0.08,0,0.03,0.36,76,68,7.6,96
Digging for Dinosaurs,DS,2010,Action,Scholastic Inc.,0.33,0,0,0.02,0.36,,,,
Dark Void,PS3,2010,Action,Capcom,0.18,0.12,0,0.05,0.35,59,50,6,36
EA Sports MMA,X360,2010,Fighting,Electronic Arts,0.23,0.09,0,0.02,0.35,79,63,7,55
SpongeBob's Boating Bash,Wii,2010,Misc,THQ,0.24,0.07,0,0.03,0.34,,,7.6,5
